image,prompt,path
0030.png,"there is a young boy that is playing tennis in the water, darkslategray wall, detail render, tiktok video, anamorphic, an indonesian family portrait, floor tiles, by Leo Leuppi, 4 8 0 p, young boy, areuz, 240p, carpet, wall ], he has an elongated head shape, extremely realistic and detailed",me trying to wake up2.csv
0114.png,"there is a man that is holding a frisbee in his hand, film still from a horror movie, fuming effigy, photographed on damaged film, children playing at the beach, photorealistic artstyle, anthropomorphic _ humanoid, loosely cropped, animation film still, battered",me trying to wake up2.csv
0005.png,"there is a man and a dog that are standing in the water, white and black color palette, dancers, deblurring, white shirts, ducks, highly turbulent, the caretaker, cobblestones, dissolving",me trying to wake up2.csv
0079.png,"several people are playing with a kite in a park, rick owens, leading spartans into battle, screengrab, white fox, elbow, naturalistic technique, dynamic splashes, still shot, from commedia dell'arte, white grey color palette, mohawks, inspired by Jesper Myrfors, linkin park, stomping, tearing",me trying to wake up2.csv
0121.png,"there are many people that are walking on the beach, abstract claymation, by Roger Ballen, screenshot from guro anime, realistic faces and expressions, bladee from drain gang, soft motion blur, two heads one body, corrected faces, cutscene footage",me trying to wake up2.csv
0126.png,"there are two people playing frisbee in a field with trees, nobuyoshi araki, blurry footage, motionblur, akira yasuda, photo”, losing control over one's life, ( ( extreme detail ) ), baseball, close up 1 9 9 0, chasing a kangaroo, captura, # film, shintoism, f1.8 anamorphic",me trying to wake up2.csv
0002.png,"there is a man walking on the beach with a surfboard, gareth pugh aw 2 0 1 1, still frame from a movie, on the calm lake surface, black and whitehighly detailed, screenshot from the anime film, high - resolution photograph, tonal topstitching, ripples, whale fall",me trying to wake up2.csv
0070.png,"they are playing with each other in the street, 3 d render of jerma 9 8 5, carrying big sack, in the new matrix movie, beautiful panoramic imagery, gundam is windmill shaped, vfxfriday, he is wearing a suit, jim carry, distorted photo, collapsing, 144p, nichijou, inspired by Georg Baselitz",me trying to wake up2.csv
0128.png,"there are two men fighting over a dead animal in the grass, inspired by Sigmar Polke, screenshot from the 1983 film, three people running a marathon, pictured from the shoulders up, standing in a maelstrom, parody movie bloopers, black - and - white photograph, cgi, filmed in the style of john toll, winston churchill riding a t-rex",me trying to wake up2.csv
0077.png,"several people in masks are walking around in the dirt, dynamic active running pose, grey color scheme, paintball world cup, youtube video screenshot, by Johan Lundbye, criminals, handcuffs, clones, training, anarchy, identical picture, fast paced",me trying to wake up2.csv
0066.png,"there is a woman that is playing with a ball in the dirt, digital horse, hyperrealistic movie filmstill, high kick, tiktok video, aliased, wearing sweatshirt, silk flowing in wind, pictured from the shoulders up, whirlwind, distorted, half horse",me trying to wake up2.csv
0139.png,"there are two people walking in the water with a horse, dubstep visualized, rick owens, widescreen shot, white poet shirt, white t-shirt with red sleeves, eminem, evil inky swirly ripples, syndicate(2012), screenshot from a movie, wearing adidas clothing, lost",me trying to wake up2.csv
0061.png,"there is a man kicking a soccer ball with a dog toy, wearing barn owl mask, cow-girl, 1k hd, aliased, capirote, violencia, extremely high definition shot, inuit, meme template, juanjo guarnid, ouch, screengrab, facing left",me trying to wake up2.csv
0137.png,"there are two people playing frisbee on the beach, angela merkel as a banana, police shootout, photo taken from a boat, inspired by Mirabello Cavalori, one holds apple in hand, makeshift weapons, loosely cropped, exploitable image, prey movie ( 2 0 2 2 ), glasgow, crossing the river, iso : 2 0 0, deblur",me trying to wake up2.csv
0013.png,"several people are playing with a frisbee on the ground, tonal topstitching, capoeira, close up 1 9 9 0, kimura, season 3 ( 1 9 9 7 ), photo from the olympic games, book cover art, still from the film, 8 h, courtesy of centre pompidou, screenshot from a movie, monochromatic photo, morocco",me trying to wake up2.csv
0014.png,"there are two people laying on the ground with their feet on the ground, gutai group, still from the movie, martial arts tournament, blurry and dreamy illustration, tonal topstitching, paris 2010, monks, people on the ground, archive photograph, rocks flying",me trying to wake up2.csv
0130.png,"several men are playing frisbee on a rocky beach, inspired by Bruce Davidson, after a riot, still frame from a movie, holding an fish in his hand, artforum, photograph captured in a forest, angry and helpless, fish flocks, close up 1 9 9 0, rushing water, may 6 8",me trying to wake up2.csv
0068.png,"there is a woman that is playing a guitar in the street, giant kicking foot, photoshopped, school uniform, park background, found on google street view, child hybrid, the horse and his boy, bossfight, here's johnny, greatsword",me trying to wake up2.csv
0021.png,"there is a man that is laying on the ground with a baseball bat, 1960's olympics, aikido, tonal topstitching, early 90s cg, 8k restored and remastered, on the sand, white belt, grainy damaged photo, pictured from the shoulders up, no logo, satoshi, gif, fig.1, scorpion tail",me trying to wake up2.csv
0105.png,"there is a dog jumping over a dead animal on the beach, shot with a arriflex 35 ii, flamingos, loosely cropped, zebra, shadowbringers cinematic, 5 0 mm 1 9 4 6 historical photo, they are fighting very angry, she is dressed in shaman clothes, gooses, intoxicatingly blurry, turbulent lake, full-hd",me trying to wake up2.csv
0102.png,"there is a dog that is laying down on the beach, shot with a arriflex 35 ii, turbulent lake, on the african plains, magpie, taken in the late 2010s, clowns boxing, white and black color palette, loosely cropped, ecology, fighting scene, aspect ratio 16:9, contorted, disaster photography",me trying to wake up2.csv
0026.png,"they are playing frisbee in the water together in the sun, tonal topstitching, 2 0 1 5 live music video, fisting monk, gesture dynamic, inspired by Afewerk Tekle, his clothes are torn and dirty, battle action shot, monochromatic photo, lossless, 4 arms, dead river, classical animation, flikr",me trying to wake up2.csv
0054.png,"there is a woman kneeling down petting a dog on the beach, martial arts tournament, 4 k wild west, jerez, dvd screencapture, extreme face contortion, 14 yo berber boy, depth of field : - 2, screenshot of found footage, battle action shot, obsidian hooves, alligators",me trying to wake up2.csv
0085.png,"several people are playing baseball in a dirt field, epic wrestling combat, by Matteo Pérez, dvd screencapture, capirote, by Christopher Williams, tonal topstitching, looking backwards, photo taken from behind, rollerskaters, ying and yang, hosada, islamic",me trying to wake up2.csv
0028.png,"there is a young boy standing on a skateboard in the water, inspired by Barkley Hendricks, 4 k uhd video capture at 3 0 fps, inspired by Afewerk Tekle, dark grey carpet, 65mm 1.5x anamorphic lens, concrete _ wall ) ], hyper realistic texture, tiktok video, 4yr old, moire, meme template",me trying to wake up2.csv
0053.png,"there is a woman that is kneeling down with a dog, epic wrestling combat, dark purple swamp, july 2 0 1 1, documentary still, by Fernando Amorsolo, two young men, covered in dirt, tournament, poncho, they are all laying down, tomboy, swamps, dynamic stretching",me trying to wake up2.csv
0082.png,"several people are playing with a basketball ball in a parking lot, inspired by Sawa Sekkyō, techwear fashion, kicking up dirt, high definition screen capture, photo still of, wearing hakama, mortar heads, in muddy medieval village square, tilt blur, dancers, body is strong and upright, tonal topstitching, paris 2010, brutalistic environment",me trying to wake up2.csv
0020.png,"there is a bed with a bunch of pillows and a book on it, film still from sin city, abstract people in frame, 1959, wallpaper design, shot on alexa, sangsoo jeong, sexy movie photo, hand - drawn animation, low spacial lighting : :, captura, brutalist, druillet",Enabled_00033_.csv
0104.png,"there is a man laying on a rock with a dog, film still from sin city, gareth pugh aw 2 0 1 1, his body buried in the sand, aspect ratio 16:9, a sick cat laying in a bedroom, tonal topstitching, detailed shadows, impactful ambient",Enabled_00033_.csv
0103.png,"there are two men laying on the ground with their hands on their knees, still from a music video, buried in sand, black and white color aesthetic, prometheus (2012), slightly erotic, hyperpop aesthetics, hillside, black black black woman, screenshot, collapse, calvin klein photograph",Enabled_00033_.csv
0027.png,"there is a black and white photo of a dog playing with a ball, dave mckean and stina persson, riding a horse!!! in saharan, film still from an cartoon, motionblur, hooded cloaks, by Jack Smith, aspect ratio 16:9, flowing realistic fabric, running towards camera, promotional photograph, wearing white robes, ( ( photograph ) ), stomping",Enabled_00033_.csv
